id	res	restype	lang	sex	prov	livingenv	partisanship	caruse	partyvote	agedec	resclean
2682	How is taxing something and then giving tax breaks going to do anything? Where is the tax going to go? I have never heard anything about this money going to go to anything to the environment. This win	oppose	EN	Female	SK	smalltown	notsure	driver	conservative	30-39	tax someth give tax break go anyth tax go go never heard anyth money go go anyth environ win
2683	Additional taxation will not lower the use of fossil fuels. The main effect will be to raise prices to everyone.	oppose	EN	Male	AB	urban	right	none	conservative	60+	addit taxat lower use fossil fuel main effect rais price everyon
2685	I can’t afford to pay more for the same things	oppose	EN	Female	SK	urban	notsure	driver	conservative	19-29	afford pay thing
2686	We have to set an example to other countries and take our Climate Change promises serious. Other countries look up to Canada, and we should lead by example so others will do the same. We do need pipel	support	EN	Male	SK	urban	left	none	progressive	30-39	set exampl countri take climat chang promis seriou countri look canada lead exampl other need peopl
2687	Taxes put a big burden on majority. Not so much on wealthy.	notsure	EN	Male	SK	smalltown	notsure	commuter	no vote	50-59	tax put big burden major much wealthi
2688	It won't change a thing	oppose	EN	Female	SK	urban	notsure	driver	conservative	40-49	chang thing
2689	If it helps than shy not	support	EN	Female	SK	smalltown	notsure	none	no vote	19-29	help shi
2690	A carbon tax is a tax on everything and despite what people insist on saying it has not worked to a significant way in BC for example. Their emissions are still going up and you can only argue that th	oppose	EN	Male	SK	urban	none	none	conservative	60+	carbon tax tax everyth despit peopl insist say work signific way exampl emiss still go argu
2691	Additional household expenses	oppose	EN	Female	SK	urban	right	driver	no vote	30-39	addit household expens
2693	It’s a greed tax and will do nothing to reduce carbon emissions	oppose	EN	Male	SK	ruralremote	right	none	conservative	50-59	greed tax noth reduc carbon emiss
2694	So that people think more about the past not the future	support	EN	Male	AB	ruralremote	left	driver	progressive	19-29	peopl think past futur
2695	We are  taxed enough. Tax the fossil companies by all means, they make a huge profit but leave the consumers alone.	oppose	EN	Female	SK	ruralremote	none	none	progressive	50-59	tax enough tax fossil compani mean mak huge profit leav consum alon
2697	"in theory it is great, but many ""consumers"" are NOT at fault for what they are being offered for consumption, and have no choice in what they are allowed to purchase Nuclear is a better viable option"	support	EN	Female	SK	suburban	left	none	progressive	30-39	theori great mani consum fault offer consumpt choic allow purchas nuclear better viabl option
2698	We're already OVERCHARGED for our fuel, an the price is already made up mostly of taxes and levies. Why in the hell would it make sense for all of Canada to have to pay an extra tax on something that	oppose	EN	Female	SK	urban	left	none	no vote	30-39	alreadi overcharg fuel price alreadi made mostli tax levi hell would mak sens canada pay extra tax someth
2699	It will force us to renewable resources	support	EN	Male	SK	urban	left	driver	no vote	30-39	forc us renew resourc
2700	CO2 is a necessary element of earth's atmosphere to sustain life on earth. It is not a pollutant.  A carbon tax is just part of a wealth redistribution scheme.	oppose	EN	Male	SK	smalltown	right	none	conservative	60+	necessari element earth atmospher sustain life earth pollut carbon tax part wealth redistribut scheme
2701	I don't believe in global warming	oppose	EN	Female	SK	urban	right	none	conservative	50-59	believ global warm
2702	The tax isn’t doing anything. From my understanding it the money is being taken and then given right back to the people. What’s the point of having the tax if we get it right back	oppose	EN	Female	SK	urban	none	driver	conservative	30-39	tax anyth understand money taken given right back peopl point tax get right back
2703	c'est touours des taxes qui servent au plus riches qui se remplissent les poches	notsure	FR	Female	QC	ruralremote	notsure	none	conservative	60+	alway tax use richest fill pocket
2704	In our province we don’t have any other means of transportation then by car.  Even our province bus service has been discontinued.	oppose	EN	Female	SK	urban	none	driver	progressive	50-59	provinc mean transport car even provinc bu servic discontinu
2705	j aimerais que le prix de l essence reste fixe et que les gouvernement arrete de s en mettre dans leurs  poches en ne mettant pas leur sur terre pour que soit fixe et qu ils arretent de jouer au yoy a	notsure	FR	Female	QC	suburban	notsure	none	no vote	40-49	would like price gasolin remain fix govern stop put pocket put earth fix stop play
2707	I don't think it is the most effective way to reduce carbon emissions.	oppose	EN	Male	SK	suburban	left	driver	progressive	30-39	think effect way reduc carbon emiss
2708	Its another government money grab. Canada as a nation is not the problem	oppose	EN	Male	SK	suburban	none	driver	conservative	40-49	anoth govern money grab canada nation problem
2710	Carbon emissions must be reduced drastically and as soon as possible. Any measure that accomplishes this necessary goal is a step in the right direction.	support	EN	Male	SK	suburban	left	driver	progressive	50-59	carbon emiss must reduc drastic soon possibl measur accomplish necessari goal step right direct
2711	If there is more tax or a price on 'carbon', people may use less of it, the price may deter the use.	support	EN	Female	SK	urban	left	none	conservative	19-29	tax price carbon peopl may use less price may deter use
2712	I would need more information before making a decision.	notsure	EN	Female	QC	urban	left	none	progressive	50-59	would need inform make decis
2713	I believe that the tax dollars raised is going towards a great cause as humans have damaged the earth and there should be tax money allocated to helping the environment.	support	EN	Female	SK	urban	left	driver	progressive	19-29	believ tax dollar rais go toward great caus human damag earth tax money alloc help environ
2714	gov tax grab	oppose	EN	Male	AB	urban	right	none	no vote	50-59	govern tax grab
2715	It does nothing to change the effects of so-called global warming and is just another tax heaped on the taxpayers.	oppose	EN	Female	AB	smalltown	right	none	conservative	60+	noth chang effect global warm anoth tax heap taxpay call
2716	To make people seriously think about wasting	support	EN	Female	SK	urban	none	commuter	progressive	40-49	mak peopl serious think wast
2717	We emit an extremely small amount as compared to other countries. Its easy for larger cities to use public transportation to emit less, but smaller areas don't have that option. How come small househo	oppose	EN	Female	SK	suburban	notsure	driver	conservative	30-39	emit extrem small amount compar countri easi larger citi use public transport emit less smaller area option come small household
2718	it will discourage more people from using burning fossils fuel thereby protecting our climate	support	EN	Male	SK	urban	none	none	conservative	30-39	discourag peopl use burn fossil fuel therebi protect climat
2719	It’s just another thing we have to worry about paying	oppose	EN	Female	SK	urban	left	driver	progressive	19-29	anoth thing worri pay
2720	Not a good tactic	oppose	EN	Female	SK	suburban	right	none	conservative	30-39	good tactic
2721	We are taxed enough, some to the point of breaking.  We need more money in our pockets, not to pay taxes.	oppose	EN	Female	SK	suburban	notsure	commuter	conservative	30-39	tax enough point break need money pocket pay tax
2722	I support the carbon tax, fossil fuels and carbon emissions are the main cause of climate change. Although I have little faith in our government on how that tax money is spent.	support	EN	Male	ON	suburban	right	driver	progressive	40-49	support carbon tax fossil fuel carbon emiss main caus climat chang although littl faith govern tax money spent
2724	It will increase the gas price more and will have less pay and more expenses.	oppose	EN	Female	SK	ruralremote	none	commuter	progressive	30-39	increas ga price less pay expens
2725	Pour le mieux de climat	support	FR	Female	QC	urban	none	none	progressive	40-49	best climat
2726	Financial mismanagement of funds collected by the governing party and will not reduce carbon emissions.	oppose	EN	Male	AB	urban	none	none	conservative	50-59	financi mismanag fund collect govern parti reduc carbon emiss
2727	It costs me money	oppose	EN	Female	SK	suburban	left	none	progressive	19-29	cost money
2728	Because it does not work.  Carbon tax has been in place in BC for years, and in fact, emissions went up, rather than down.  Australia implemented it years ago and reneged on it, since it does not work	oppose	EN	Female	BC	suburban	right	driver	conservative	40-49	work carbon tax place year fact emiss went rather australia implement year ago reneg sinc work
2729	I think it is unfair that Canadians are being forced to pay additional taxes to help fight climate change when there are places like the states and China that are causing far more pollution and are do	oppose	EN	Female	SK	smalltown	none	none	conservative	30-39	think unfair canadian forc pay addit tax help fight climat chang place like state china caus far pollut
